sample_id,prob_up,label_up,pred_tail,correct_tail,forward_return,foreground_heat,background_heat,focus_group,contract,anchor_ts
19089,0.32614803314208984,0,0,1,-0.0051894853236831295,0.07490172982215881,0.925098180770874,background_focused,SiZ5,2025-12-12 15:00:00
19090,0.31311842799186707,0,0,1,-0.006728258686483191,0.0741298571228981,0.9258702397346497,background_focused,SiZ5,2025-12-12 15:15:00
19091,0.3315359950065613,0,0,1,-0.005388025772095295,0.07363937050104141,0.926360547542572,background_focused,SiZ5,2025-12-12 15:30:00
19092,0.3049792945384979,0,0,1,-0.00565014313695944,0.07410445064306259,0.9258955717086792,background_focused,SiZ5,2025-12-12 15:45:00
19195,0.7616801261901855,1,1,1,0.0027199341226964435,0.045452360063791275,0.9545477032661438,background_focused,SiZ5,2025-12-17 10:45:00
19196,0.766118586063385,1,1,1,0.0013846614440398142,0.03583669662475586,0.9641632437705994,background_focused,SiZ5,2025-12-17 11:00:00
19197,0.7608702182769775,1,1,1,0.0007612059498851576,0.03934574872255325,0.9606542587280273,background_focused,SiZ5,2025-12-17 11:15:00
19208,0.7645254135131836,1,1,1,0.0015420392225138357,0.03971705958247185,0.9602828621864319,background_focused,SiZ5,2025-12-17 14:00:00
19212,0.7627760767936707,1,1,1,0.0018428589216785696,0.04319640249013901,0.9568036198616028,background_focused,SiZ5,2025-12-17 15:00:00
19216,0.7773054838180542,1,1,1,0.0013204609156025615,0.04223460331559181,0.9577653408050537,background_focused,SiZ5,2025-12-17 16:00:00
19220,0.7666756510734558,1,1,1,0.0028563232010776485,0.03956860676407814,0.9604313969612122,background_focused,SiZ5,2025-12-17 17:00:00
19222,0.7680447697639465,1,1,1,0.0024694437515588863,0.04012471064925194,0.9598753452301025,background_focused,SiZ5,2025-12-17 17:30:00
